name	id
l-cystine l-cysteine-lyase (deaminating)	GO:0044540
growth cone membrane	GO:0032584
negative regulation of lysosomal membrane permeability	GO:0097215
regulation of lysosomal membrane permeability	GO:0097213
myoinhibitory hormone activity	GO:0016085
hormone activity	GO:0005179
transmembrane histidine kinase cytokinin receptor activity	GO:0009885
cytokinin receptor activity	GO:0009884
inosine kinase activity	GO:0008906
iscs-iscu complex	GO:1990330
sulfurtransferase complex	GO:1990228
mitochondrial proton-transporting atp synthase complex	GO:0005753
indoleacetic acid biosynthetic process via tryptophan	GO:0009848
indoleacetic acid biosynthetic process	GO:0009684
[1-(2-amino-7-methyl-4-oxo-7,8-dihydro-3h-pteridin-6-yl)]ethyl-4-(beta-d-ribofuranosyl)aminobenzene 5'-phosphate synthase activity	GO:0102638
cellular divalent inorganic anion homeostasis	GO:0072501
cellular anion homeostasis	GO:0030002
d-threo-aldose 1-dehydrogenase activity	GO:0047834
artery development	GO:0060840
blood vessel development	GO:0001568
proboscis morphogenesis, eye-antennal disc-derived	GO:0010783
2-aminohexanoate transaminase activity	GO:0047537
mitotic telophase	GO:0000093
telophase	GO:0051326
calcineurin-nfat signaling cascade	GO:0033173
calcineurin-mediated signaling	GO:0097720
dna demethylase activity	GO:0035514
cardiac pacemaker cell development	GO:0060926
activation of gtpase activity	GO:0090630
positive regulation of gtpase activity	GO:0043547
s-adenosylmethionine-dependent trna (m5u54) methyltransferase activity	GO:0030697
telencephalon glial cell migration	GO:0022030
telencephalon cell migration	GO:0022029
double layer follicle stage	GO:0048161
ochratoxin a metabolic process	GO:1900816
protein catenane formation via n6-(l-isoaspartyl)-l-lysine, autocatalytic	GO:0019937
protein catenane formation	GO:0018419
cellular response to bacterial lipopeptide	GO:0071221
response to bacterial lipopeptide	GO:0070339
molecular adaptor activity	GO:0060090
interleukin-4 binding	GO:0019979
collagen type xiv trimer	GO:0005596
mrna 3'-end processing	GO:0031124
mrna processing	GO:0006397
cellular response to gentian violet	GO:0072729
response to gentian violet	GO:0072728
hydroxymethylbutenyl pyrophosphate reductase activity	GO:0042380
determination of wing disc primordium	GO:0035294
determination of imaginal disc primordium	GO:0007445
detection of host	GO:0044405
trophectodermal cellular morphogenesis	GO:0001831
regulation of hormone metabolic process	GO:0032350
regulation of metabolic process	GO:0019222
dtdp-3-amino-4-oxo-2,3,6-trideoxy-alpha-d-glucose n-methyltransferase activity	GO:0102398
regulation of abscisic acid biosynthetic process	GO:0010115
regulation of secondary metabolic process	GO:0043455
xtp diphosphatase activity	GO:0036222
neurohypophysis morphogenesis	GO:0048848
mating projection base	GO:0001400
embryonic hemopoiesis	GO:0035162
hemopoiesis	GO:0030097
response to acid chemical	GO:0001101
igg binding	GO:0019864
recombination within rdna repeats	GO:0045458
guanidinopropionase activity	GO:0047972
cenp-a containing nucleosome binding	GO:0097030
invasive growth in response to pheromone	GO:0045311
invasive filamentous growth	GO:0036267
negative regulation of norepinephrine secretion	GO:0010700
regulation of norepinephrine secretion	GO:0014061
positive regulation of g protein-coupled receptor activity in other organism	GO:0044505
protein localization to eisosome filament	GO:0097446
protein localization to cytoskeleton	GO:0044380
ribonuclease p4 activity	GO:0033894
chromoplast membrane	GO:0046862
sterol 14-demethylase activity	GO:0008398
ctp:trna cytidylyltransferase activity	GO:0052927
selenium-containing prosthetic group metabolic process	GO:0070503
keratan-sulfate endo-1,4-beta-galactosidase activity	GO:0033930
galactosidase activity	GO:0015925
xanthine hydrolase activity	GO:0043836
phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity	GO:0016316
positive regulation of transcription from rna polymerase ii promoter by a nonfermentable carbon source	GO:0061414
carbon catabolite activation of transcription from rna polymerase ii promoter	GO:0000436
sensory perception of bitter taste	GO:0050913
sensory perception of taste	GO:0050909
dna polymerase activity	GO:0034061
cytoadherence to microvasculature, mediated by symbiont protein	GO:0020035
adhesion of symbiont to host	GO:0044406
roundabout binding	GO:0048495
microtubule-dependent intracellular transport of viral material towards cell periphery	GO:0039701
microtubule-dependent intracellular transport of viral material	GO:0075519
positive regulation of cellular amino acid metabolic process	GO:0045764
regulation of cellular amino acid metabolic process	GO:0006521
endothelial cell fate determination	GO:0060848
granzyme-mediated apoptotic signaling pathway	GO:0008626
apoptotic signaling pathway	GO:0097190
apical distal dendrite	GO:0150014
apical dendrite	GO:0097440
positive regulation of blood-brain barrier permeability	GO:1905605
regulation of blood-brain barrier permeability	GO:1905603
neurofibrillary tangle	GO:0097418
embryonic pectoral fin morphogenesis	GO:0035118
pectoral fin morphogenesis	GO:0035138
cysteine synthase activity	GO:0004124
suppression by virus of host peptidoglycan biosynthetic process	GO:0039635
suppression by virus of host cell wall biogenesis	GO:0039636
vitamin e biosynthetic process	GO:0010189
fat-soluble vitamin biosynthetic process	GO:0042362
microneme	GO:0020009
alanine transmembrane transporter activity	GO:0022858
mannosylglycerate metabolic process	GO:0051478
n-benzoyl-l-glutamate synthetase activity	GO:0102087
smn-sm protein complex	GO:0034719
orcinol o-methyltransferase activity	GO:0102938
rna 5'-methyltransferase activity	GO:1990276
steroid hormone mediated signaling pathway	GO:0043401
aerobic phenol-containing compound metabolic process	GO:0018959
insulin-like growth factor-activated receptor activity	GO:0005010
melanocyte adhesion	GO:0097326
cellular alcohol metabolic process	GO:0044107
n-substituted formamide deformylase activity	GO:0033966
diphosphate-protein phosphotransferase activity	GO:0047321
er-dependent peroxisome organization	GO:0032581
peroxisome organization	GO:0007031
imaginal disc-derived appendage development	GO:0048737
appendage development	GO:0048736
smooth muscle hypertrophy	GO:0014895
muscle hypertrophy	GO:0014896
2-hydroxy-datp hydrolase activity	GO:0106378
regulation of exocytosis	GO:0017157
regulation of circulating fibrinogen levels	GO:0044537
cellular response to oxygen levels	GO:0071453
cellular response to interleukin-32	GO:0097397
c4 photosynthesis	GO:0009760
carbon fixation	GO:0015977
coated vesicle membrane	GO:0030662
dynein complex binding	GO:0070840
3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-coa dehydrogenase activity	GO:0034944
peptidyl-l-glutamyl 5-omega-hydroxyceramide ester biosynthetic process from peptidyl-glutamine	GO:0050496
nucleolus organization	GO:0007000
nucleus organization	GO:0006997
3-oxoacyl-[acyl-carrier-protein] reductase (nadph) activity	GO:0004316
slime layer	GO:0030114
glycocalyx	GO:0030112
d-xylose:nadp reductase activity	GO:0032866
alditol:nadp+ 1-oxidoreductase activity	GO:0004032
optic nerve morphogenesis	GO:0021631
uracil oxygenase activity	GO:0052614
mitotic actomyosin contractile ring, proximal layer	GO:0120104
hematopoietic stem cell migration to bone marrow	GO:0097241
hematopoietic stem cell migration	GO:0035701
exoribonuclease activity, producing 5'-phosphomonoesters	GO:0016896
transforming growth factor beta receptor activity, type i	GO:0005025
integrin alpha2-beta1 complex	GO:0034666
p450-containing electron transport chain	GO:0140647
electron transport chain	GO:0022900
positive extrathymic t cell selection	GO:0045067
positive t cell selection	GO:0043368
interleukin-2 receptor binding	GO:0005134
intermediate filament binding	GO:0019215
regulation of heart contraction	GO:0008016
regulation of blood circulation	GO:1903522
glutathione dehydrogenase (ascorbate) activity	GO:0045174
glutathione disulfide oxidoreductase activity	GO:0015038
cardioblast anterior-lateral migration	GO:0003259
cardioblast migration	GO:0003260
d,d-heptose 1,7-bisphosphate phosphatase activity	GO:0034200
reflex	GO:0060004
inositol pentakisphosphate phosphatase activity	GO:0052827
inositol phosphate phosphatase activity	GO:0052745
endosome to lysosome transport via multivesicular body sorting pathway	GO:0032510
pyrimidine nucleotide salvage	GO:0032262
menaquinone-dependent protoporphyrinogen oxidase activity	GO:0070819
phosphate ion homeostasis	GO:0055062
trivalent inorganic anion homeostasis	GO:0072506
protein carbamoylation	GO:0046944
substrate mycelium formation	GO:0097738
metanephric mesenchyme morphogenesis	GO:0072133
kidney mesenchyme morphogenesis	GO:0072131
negative extrathymic t cell selection	GO:0045068
negative t cell selection	GO:0043383
mammary gland involution	GO:0060056
midbrain-hindbrain boundary development	GO:0030917
(s)-cheilanthifoline synthase activity	GO:0047053
rejection of self pollen	GO:0060320
ddb1-wdr21 complex	GO:0070913
pseudouridine synthesis	GO:0001522
kinetin udp glycosyltransferase activity	GO:0102694
alcohol dehydrogenase [nad(p)+] activity	GO:0018455
lung-associated mesenchyme development	GO:0060484
mesenchyme development	GO:0060485
glycine formimidoyltransferase activity	GO:0030408
2-acetamido-4-o-(2-amino-2-deoxy-beta-d-glucopyranosyl)-2-deoxy-d-glucose exo-beta-d-glucosaminidase activity	GO:0102277
negative regulation of nervous system process	GO:0031645
activated t cell autonomous cell death	GO:0070238
1,2-rhamnosyltransferase activity	GO:0102949
nonfunctional rrna decay	GO:0070651
rrna catabolic process	GO:0016075
cellular response to salt stress	GO:0071472
interleukin-5 binding	GO:0019980
inner ear development	GO:0048839
interleukin-25 binding	GO:0045511
ribonucleoside-diphosphate reductase inhibitor activity	GO:1990846
meiotic metaphase plate congression	GO:0051311
translation factor activity, non-nucleic acid binding	GO:0045183
sulfate ion homeostasis	GO:0055063
divalent inorganic anion homeostasis	GO:0072505
age-related resistance	GO:0090644
angiotensin-activated signaling pathway	GO:0038166
mesodermal cell migration	GO:0008078
platelet dense granule	GO:0042827
secretory granule	GO:0030141
gamma-guanidinobutyraldehyde dehydrogenase activity	GO:0047107
aldehyde dehydrogenase (nad+) activity	GO:0004029
nuclear-transcribed mrna poly(a) tail shortening	GO:0000289
sodium-dependent organic anion transmembrane transporter activity	GO:0043250
aminohydroquinone monooxygenase activity	GO:0034958
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	GO:0016810
somatic spine	GO:0097465
neuron spine	GO:0044309
oxidized pyrimidine dna binding	GO:0032358
oxidized dna binding	GO:0032356
lung lobe formation	GO:0060464
sensory perception of slow pain	GO:0019235
sensory perception of pain	GO:0019233
trna (n(6)-l-threonylcarbamoyladenosine(37)-c(2))-methylthiotransferase	GO:0061712
chloroplast relocation	GO:0009902
establishment of plastid localization	GO:0051667
central nervous system formation	GO:0021556
modulation of transmission of nerve impulse in other organism	GO:0044486
perithecium development	GO:0120165
reproductive fruiting body development	GO:0030582
membrane fusion involved in acrosome reaction	GO:0002078
interleukin-28 receptor complex	GO:0032002
regulation of angiotensin metabolic process	GO:0060177
regulation of protein metabolic process	GO:0051246
asexual sporulation resulting in formation of a cellular spore	GO:0043936
asexual sporulation	GO:0030436
ribosome assembly	GO:0042255
shu complex	GO:0097196
killing by host of symbiont cells	GO:0051873
killing of cells in other organism involved in symbiotic interaction	GO:0051883
actinomycete-type spore formation	GO:0034304
ctp reductase activity	GO:0051065
ribonucleoside-triphosphate reductase activity	GO:0008998
motor neuron migration	GO:0097475
mitotic nuclear bridge organization	GO:0140515
mitotic nuclear membrane organization	GO:0101024
(-)-e-beta-caryophyllene synthase activity	GO:0080016
sesquiterpene synthase activity	GO:0010334
p3 peroxisome	GO:0019821
actin cortical patch localization	GO:0051666
cellular localization	GO:0051641
n1-acetylspermine:oxygen oxidoreductase (n1-acetylspermidine-forming) activity	GO:0052895
peptidyl-threonine adenylylation	GO:0018178
induction by symbiont of host calcium or calmodulin-mediated signal transduction	GO:0075134
trna acetylation	GO:0051391
rna acetylation	GO:1990884
leukocyte proliferation	GO:0070661
regulation of metanephric glomerulus development	GO:0072298
mitochondrial inner-outer membrane contact site	GO:0044289
jump response	GO:0007630
dodecyl sulfate metabolic process	GO:0018909
positive regulation of cell growth involved in cardiac muscle cell development	GO:0061051
positive regulation of striated muscle cell differentiation	GO:0051155
ecdysis, collagen and cuticulin-based cuticle	GO:0042395
rhombomere 2 development	GO:0021568
rhombomere development	GO:0021546
l-methionine-(s)-s-oxide reductase activity	GO:0036456
l-methionine:thioredoxin-disulfide s-oxidoreductase activity	GO:0033744
oxalate oxidase activity	GO:0050162
limonene-1,2-epoxide hydrolase activity	GO:0018744
negative regulation of vascular endothelial growth factor receptor signaling pathway	GO:0030948
negative regulation of cellular response to growth factor stimulus	GO:0090288
cellular response to radiation	GO:0071478
cellular response to abiotic stimulus	GO:0071214
suppression by symbiont of host g protein-coupled receptor signal transduction	GO:0075120
suppression by symbiont of host transmembrane receptor-mediated signal transduction	GO:0075114
embryonic camera-type eye morphogenesis	GO:0048596
embryonic eye morphogenesis	GO:0048048
tfiih-class transcription factor complex binding	GO:0001097
regulation of morphogenesis of a branching structure	GO:0060688
regulation of anatomical structure morphogenesis	GO:0022603
establishment of b cell polarity	GO:0001769
establishment of lymphocyte polarity	GO:0001767
single adenine insertion binding	GO:0032140
single base insertion or deletion binding	GO:0032138
extrinsic component of external side of plasma membrane	GO:0031232
tartrate catabolic process	GO:1901276
catabolic process	GO:0009056
protein modification by small protein conjugation or removal	GO:0070647
g protein-coupled bile acid receptor activity	GO:0038182
ucu codon-amino acid adaptor activity	GO:0033405
agg codon-amino acid adaptor activity	GO:0033448
nad(p)+ transhydrogenase activity	GO:0008746
oxidoreductase activity, acting on nad(p)h, nad(p) as acceptor	GO:0016652
multi-organism process	GO:0051704
nucleotide-binding oligomerization domain containing 2 signaling pathway	GO:0070431
gland morphogenesis	GO:0022612
epoxide carboxylase activity	GO:0018538
oxidoreductase activity, acting on nad(p)h	GO:0016651
protein hydroxylation	GO:0018126
negative regulation of sarcinapterin metabolic process	GO:1900969
negative regulation of pteridine metabolic process	GO:0045863
envenomation resulting in negative regulation of cell migration in other organism	GO:0044625
mature b cell apoptotic process	GO:0002901
b cell apoptotic process	GO:0001783
sorocarp morphogenesis	GO:0031288
posterior commissure morphogenesis	GO:0021961
modulation of molecular function in other organism	GO:0044359
energy taxis	GO:0009453
taxis	GO:0042330
trehalose metabolism in response to heat stress	GO:0070414
ires-dependent translational initiation of linear mrna	GO:0002192
cap-independent translational initiation of linear mrna	GO:0110017
insulin receptor recycling	GO:0038020
receptor recycling	GO:0001881
modulation by host of rna binding by virus	GO:1990968
regulation of rna binding	GO:1905214
transcription regulator activity	GO:0140110
negative regulation of transcription by transcription factor localization	GO:0010621
mitochondrial ribosome binding	GO:0097177
ribosome binding	GO:0043022
tolerance induction in urogenital tract	GO:0002425
mucosal tolerance induction	GO:0002427
stereocilium base	GO:0120044
negative regulation of cellular catabolic process	GO:0031330
negative regulation of catabolic process	GO:0009895
2-aminobenzenesulfonate desulfonation	GO:0019490
2-aminobenzenesulfonate metabolic process	GO:0018868
fusion of virus membrane with host macropinosome membrane	GO:0075503
fusion of virus membrane with host endosome membrane	GO:0039654
pho85-pho80 cdk-cyclin complex	GO:1990860
mineralocorticoid metabolic process	GO:0008212
steroid metabolic process	GO:0008202
tryptophan 5-monooxygenase activity	GO:0004510
modulation by virus of host protein phosphorylation	GO:0039612
modulation by virus of host cellular process	GO:0019054
positive regulation of cerebellar granule cell migration by calcium	GO:0021945
positive regulation of cell migration	GO:0030335
recurrent axon collateral	GO:1990020
axon collateral	GO:0044303
2-hydroxyglutarate dehydrogenase activity, forward reaction	GO:0061758
2-hydroxyglutarate dehydrogenase activity	GO:0047545
biuret amidohydrolase activity	GO:0018750
golgi trans cisterna	GO:0000138
golgi cisterna	GO:0031985
axon regeneration	GO:0031103
axon development	GO:0061564
post-embryonic animal organ morphogenesis	GO:0048563
establishment or maintenance of polarity of follicular epithelium	GO:0016334
cellular response to high light intensity	GO:0071486
cellular response to light intensity	GO:0071484
terephthalate decarboxylase activity	GO:0034947
dendritic branch point	GO:1990033
neuron projection branch point	GO:0061845
wich complex	GO:0090535
iswi-type complex	GO:0031010
kinetochore	GO:0000776
biological process involved in interaction with symbiont	GO:0051702
suppression by virus of host catalytic activity	GO:0039513
modulation by virus of host catalytic activity	GO:0039516
elongin complex	GO:0070449
curcumin-4'-o-beta-d-gentiotrioside 1,6-glucosyltransferase activity	GO:0102422
protein-lipid-rna complex	GO:1990684
kicstor complex	GO:0140007
fyxd domain binding	GO:0098750
phosphoethanolamine n-methyltransferase activity	GO:0000234
4 iron, 3 sulfur cluster binding	GO:1990655
iron-sulfur cluster binding	GO:0051536
mesonephric duct formation	GO:0072181
nephric duct formation	GO:0072179
golgi lumen	GO:0005796
c-5 sterol desaturase activity	GO:0000248
positive regulation of ossification	GO:0045778
histamine secretion by basophil	GO:0002557
histamine secretion involved in inflammatory response	GO:0002441
synapse maturation	GO:0060074
establishment of planar polarity of embryonic epithelium	GO:0042249
myosin ii light chain binding	GO:0032033
myosin light chain binding	GO:0032027
lipopolysaccharide 3-alpha-galactosyltransferase activity	GO:0008918
b cell activation	GO:0042113
n-methyl-2-oxoglutaramate hydrolase activity	GO:0050130
n-acetylgalactosamine binding	GO:0046871
carbohydrate derivative binding	GO:0097367
neuron projection	GO:0043005
ocelloid	GO:0097693
intracellular organelle	GO:0043229
chalcone biosynthetic process	GO:0009715
phenylpropanoid biosynthetic process	GO:0009699
ossification	GO:0001503
protein-dna-rna complex	GO:0001114
idp phosphorylation	GO:0006192
idp metabolic process	GO:0046707
endo-beta-bergamotene synthase activity	GO:0102061
d-tryptophan n-malonyltransferase activity	GO:0047836
17-alpha-hydroxyprogesterone aldolase activity	GO:0047442
anterior rotation of the optic cup	GO:0003410
aerobic respiration, using carbon monoxide as electron donor	GO:0019410
aerobic respiration	GO:0009060
negative regulation of cell migration	GO:0030336
male meiosis sister chromatid cohesion	GO:0007065
meiotic sister chromatid cohesion	GO:0051177
negative thymic t cell selection	GO:0045060
thymic t cell selection	GO:0045061
s-adenosylmethionine:trna ribosyltransferase-isomerase activity	GO:0051075
glycosyltransferase activity	GO:0016757
negative regulation of plasma cell differentiation	GO:1900099
negative regulation of immune effector process	GO:0002698
flavin reductase (nadh) activity	GO:0036382
corticotropin-releasing hormone activity	GO:0017045
positive regulation of transcription of notch receptor target	GO:0007221
positive regulation of transcription by rna polymerase ii	GO:0045944
n-sulfoglucosamine-3-sulfatase activity	GO:0033889
response to inactivity	GO:0014854
octamethylcyclotetrasiloxane catabolic process to dimethylsilanediol	GO:0042210
anaerobic organosilicon metabolic process	GO:0018947
dimethylsilanediol metabolic process	GO:0046454
5'-deoxyadenosine deaminase activity	GO:0090613
respiratory chain complex iii assembly	GO:0017062
cytochrome complex assembly	GO:0017004
copii vesicle coating	GO:0048208
alpha6-beta4 integrin-shc-grb2 complex	GO:0070333
maintenance of unfolded protein	GO:0036506
regulation of protein stability	GO:0031647
exogenous lipid antigen binding	GO:0030884
lipid antigen binding	GO:0030882
type ii activin receptor binding	GO:0070699
activin receptor binding	GO:0070697
male germ-line sex determination	GO:0019100
male sex determination	GO:0030238
neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration	GO:0021944
chimeric sorocarp development	GO:0099134
sorocarp development	GO:0030587
estrous cycle phase	GO:0060206
biological phase	GO:0044848
development of symbiont in host	GO:0044114
norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure	GO:0001994
platelet-derived growth factor alpha-receptor activity	GO:0005018
platelet-derived growth factor-activated receptor activity	GO:0005017
interferon-kappa production	GO:0072649
type i interferon production	GO:0032606
non-canonical wnt signaling pathway	GO:0035567
choloylglycine hydrolase activity	GO:0045302
zinc efflux active transmembrane transporter activity	GO:0015341
zinc efflux transmembrane transporter activity	GO:0022883
germacrene a acid 8beta-hydroxylase activity	GO:0102614
peptidyl-aspartic acid phosphorylation	GO:0018217
peptidyl-aspartic acid modification	GO:0018197
regulation of extracellular matrix organization	GO:1903053
oxidoreductase activity, acting on a sulfur group of donors, nad(p) as acceptor	GO:0016668
muscle structure development	GO:0061061
adenylate cyclase-inhibiting adrenergic receptor signaling pathway	GO:0071881
acquisition of desiccation tolerance in seed	GO:0048700
acquisition of desiccation tolerance	GO:0097439
2-dehydro-3-deoxygluconokinase activity	GO:0008673
cellular response to uv-b	GO:0071493
lytic vacuole organization	GO:0080171
biological regulation	GO:0065007
cellular response to actin cytoskeletal stress	GO:0120306
nbaf complex	GO:0071565
lipase activity	GO:0016298
response to interleukin-32	GO:0097395
cotyledon vascular tissue pattern formation	GO:0010588
xylem and phloem pattern formation	GO:0010051
behavioral response to formalin induced pain	GO:0061368
spike train	GO:0098874
cardiolipin acyl-chain remodeling	GO:0035965
cardiolipin metabolic process	GO:0032048
methylenetetrahydrofolate dehydrogenase [nad(p)+] activity	GO:0004486
psii associated light-harvesting complex ii catabolic process	GO:0010304
apigenin 4'-o-methyltransferase activity	GO:0030754
protein localization to kinetochore	GO:0034501
protein localization to chromosome	GO:0034502
ccr3 chemokine receptor binding	GO:0031728
endoplasmic reticulum cisternal network maintenance	GO:0071785
endoplasmic reticulum cisternal network organization	GO:0071783
citronellol dehydrogenase activity	GO:0034821
flower morphogenesis	GO:0048439
plasma membrane of growing cell tip	GO:1902929
plasma membrane of cell tip	GO:0031520
regulation of transcription from rna polymerase ii promoter in response to dna damage	GO:1990248
tryptamine:oxygen oxidoreductase (deaminating) activity	GO:0052593
modulation of sensory perception of pain in other organism	GO:0044465
benzothiazole-2-sulfonate hydrolase activity	GO:0034861
hydrolase activity, acting on carbon-sulfur bonds	GO:0046508
cyclopropanecarboxyl-coa decyclase activity	GO:0034794
intramolecular lyase activity	GO:0016872
brassinosteroid biosynthetic process	GO:0016132
hormone biosynthetic process	GO:0042446
response to anoxia	GO:0034059
protein o-linked glycosylation via hydroxyproline	GO:0018258
phospholipid translocation	GO:0045332
regulation of membrane lipid distribution	GO:0097035
alanopine dehydrogenase activity	GO:0047636
procollagen glucosyltransferase activity	GO:0033823
mtrec complex	GO:1990477
trithionate hydrolase activity	GO:0047401
hydrolase activity, acting on acid sulfur-sulfur bonds	GO:0016828
dorsal closure	GO:0007391
g protein-coupled purinergic receptor signaling pathway	GO:0035588
ankyrin binding	GO:0030506
angular vestibuloocular reflex	GO:0060006
forebrain generation of neurons	GO:0021872
generation of neurons	GO:0048699
n-glycan processing to secreted and cell-surface n-glycans	GO:0016257
u2af complex	GO:0089701
crotonyl-coa hydratase activity	GO:0120092
protein-glutamate methylesterase activity	GO:0008984
synaptobrevin 2-snap-25-syntaxin-3 complex	GO:0070046
3-deoxy-2-octulosonidase activity	GO:0033937
valencene synthase activity	GO:0102905
detection of lipoteichoic acid	GO:0070392
detection of molecule of bacterial origin	GO:0032490
embryonic pattern specification	GO:0009880
pattern specification process	GO:0007389
chromatin-protein adaptor	GO:0140463
gtp-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity	GO:0051737
polydeoxyribonucleotide kinase activity	GO:0051733
peptidyl-histidine uridylylation, to form peptidyl-1'-(phospho-5'-uridine)-l-histidine	GO:0051110
peptidyl-histidine uridylylation	GO:0051114
n-terminal peptidyl-serine methylation	GO:0035570
response to muscle activity	GO:0014850
response to activity	GO:0014823
marneral synthase activity	GO:0034074
oxidosqualene cyclase activity	GO:0031559
2-hydroxy-phenylacetate hydroxylase activity	GO:0018654
host cell endosome membrane	GO:0044175
3-hydroxyacyl-coa-acyl carrier protein transferase activity	GO:0102163
ectodermal cell differentiation	GO:0010668
coronary vasculature morphogenesis	GO:0060977
blood vessel morphogenesis	GO:0048514
sequestering of copper ion	GO:0097578
cellular copper ion homeostasis	GO:0006878
glycerol-3-phosphate dehydrogenase [nad+] activity	GO:0004367
glycerol-3-phosphate dehydrogenase [nad(p)+] activity	GO:0047952
l-cysteate sulfo-lyase activity	GO:0034011
intestinal motility	GO:0120054
nucleoside triphosphate adenylate kinase activity	GO:0046899
negative regulation of synaptic metaplasticity	GO:0031917
negative regulation of synaptic plasticity	GO:0031914
gene silencing by rna-directed dna methylation	GO:0080188
cis-golgi network	GO:0005801
synaptic vesicle, recycling pool	GO:1990475
synaptic vesicle	GO:0008021
reservosome lumen	GO:0106124
methylglyoxal catabolic process to d-lactate via s-lactoyl-glutathione	GO:0019243
methylglyoxal catabolic process to lactate	GO:0061727
chemical homeostasis within retina	GO:0048876
retina homeostasis	GO:0001895
circadian regulation of systemic arterial blood pressure by hormone	GO:0003067
carpel morphogenesis	GO:0048445
keratinization	GO:0031424
extracellular matrix assembly	GO:0085029
extracellular matrix organization	GO:0030198
xylan acetylation	GO:1990937
xylan metabolic process	GO:0045491
myoblast fate specification	GO:0048626
trif-dependent toll-like receptor 4 signaling pathway	GO:0035667
n,n-dimethylformamidase activity	GO:0050116
decanoyl-[acp] 2-dehydrogenase activity	GO:0102393
oxidoreductase activity, acting on the ch-ch group of donors, with a flavin as acceptor	GO:0052890
ribonuclease m5 activity	GO:0043822
regulation of membrane repolarization	GO:0060306
uridine-rich cytoplasmic polyadenylylation element binding	GO:0017131
poly-pyrimidine tract binding	GO:0008187
emodin biosynthetic process	GO:1900575
trachea development	GO:0060438
gonadotropin-releasing hormone receptor binding	GO:0031530
peptide hormone receptor binding	GO:0051428
3-deoxy-d-manno-octulosonate aldolase activity	GO:0047439
acetyl-coa assimilation pathway	GO:0019681
2-oxoglutarate metabolic process	GO:0006103
xyloglucan 1,6-alpha-xylosidase activity	GO:0080176
regulation of membrane permeability	GO:0090559
regulation of system process	GO:0044057
recycling endosome to golgi transport	GO:0071955
retrograde transport, endosome to golgi	GO:0042147
tyrosine biosynthetic process	GO:0006571
aromatic amino acid family biosynthetic process, prephenate pathway	GO:0009095
16s rrna (adenine(1518)-n(6)/adenine(1519)-n(6))-dimethyltransferase activity	GO:0052908
epicardium-derived cardiac vascular smooth muscle cell differentiation	GO:0060983
cardiac vascular smooth muscle cell differentiation	GO:0060947
flavanone 4'-o-methyltransferase activity	GO:0102767
multivesicular body sorting pathway	GO:0071985
carbonyl cyanide m-chlorophenylhydrazone transmembrane transporter activity	GO:0015549
2-hydroxy-6-oxo-6-(2-carboxyphenyl)-hexa-2,4-dienoate hydrolase activity	GO:0034789
glycolytic process from sucrose through glucose and fructose	GO:0061706
glycolytic process from sucrose	GO:0061704
integrin binding	GO:0005178
jasmonic acid mediated signaling pathway	GO:0009867
fructose 6-phosphate aldolase activity	GO:0097023
viral mrna cap methylation	GO:0039699
induction by virus of phosphorylation of host rna polymerase ii	GO:0046793
modulation by virus of host transcription	GO:0019056
fibronectin fibril	GO:0061800
suppression by virus of host translation	GO:0039604
suppression by virus of host gene expression	GO:0039657
d-methionine-pyruvate transaminase activity	GO:0047306
isg15 activating enzyme activity	GO:0019782
ventral disc dorsal microribbon	GO:0097594
dcmp deaminase activity	GO:0004132
viral transcription	GO:0019083
linoleate 9s-lipoxygenase activity	GO:1990136
gene expression	GO:0010467
cellular response to glyoxal	GO:0036471
d-lyxose ketol-isomerase activity	GO:0047828
detection of mechanical stimulus involved in sensory perception of touch	GO:0050976
detection of mechanical stimulus involved in sensory perception	GO:0050974
membrane fusion	GO:0061025
2,6-beta-fructan 6-levanbiohydrolase activity	GO:0033912
3-epi-6-deoxocathasterone c-23 hydroxylase activity	GO:0102136
decylcitrate synthase activity	GO:0050457
regulation of developmental process	GO:0050793
behavioral response to nicotine	GO:0035095
adult behavior	GO:0030534
eosinophil extravasation	GO:0072682
eosinophil migration	GO:0072677
testosterone secretion	GO:0035936
hormone secretion	GO:0046879
collagen type xxviii trimer	GO:1990326
5'-3' dna/rna helicase activity	GO:0033678
dna/rna helicase activity	GO:0033677
glutaconyl-coa decarboxylase activity	GO:0018801
somatic diversification of t cell receptor genes	GO:0002568
indole-3-glycerol-phosphate lyase activity	GO:0033984
cellular bud neck contractile ring	GO:0000142
mitotic actomyosin contractile ring	GO:0110085
trans-golgi network	GO:0005802
sirna 3'-end processing	GO:1990432
d-galactose 6-phosphate 1-epimerase activity	GO:0102541
long-chain fatty-acyl-glutamate deacylase activity	GO:0008421
nmda glutamate receptor clustering	GO:0097114
steroid dehydrogenase activity, acting on the ch-ch group of donors	GO:0033765
steroid dehydrogenase activity	GO:0016229
lateral line system development	GO:0048925
sensory system development	GO:0048880
viral capsid, fiber	GO:0098022
viral capsid, decoration	GO:0098021
protein phosphatase 2a binding	GO:0051721
protein phosphatase binding	GO:0019903
